date,77491_32247,77495_32247,77500_32247,77500_32252,77504_32234,77504_32238,77504_32243,77504_32247,77504_32252,77509_32238,77509_32243,77509_32247,77509_32252,77513_32243,77513_32247,77513_32252,77513_32256,77513_32261,77518_32252,77518_32256,77518_32261,77518_32265,77522_32234,77522_32238,77522_32256,77522_32261,77522_32265,77522_32270,77527_32234,77527_32238,77527_32243,77527_32247,77527_32265,77527_32270,77527_32274,77527_32279,77527_32283,77531_32234,77531_32238,77531_32243,77531_32247,77531_32252,77531_32256,77531_32261,77531_32265,77531_32270,77531_32274,77531_32279,77531_32283,77531_32288,77536_32234,77536_32247,77536_32252,77536_32256,77536_32261,77536_32265,77536_32270,77536_32274,77536_32279,77536_32283,77536_32288,77540_32229,77540_32234,77540_32270,77540_32274,77540_32279,77540_32283,77540_32288,77545_32274,.geo
2000_04_18,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_19,71,74,74,74,74,74,75,74,74,72,72,74,74,72,74,-11000,-11000,72,-11000,-11000,72,72,68,72,-11000,71,72,72,68,72,72,69,71,71,65,66,52,64,73,68,69,-11000,-11000,71,71,71,65,-11000,59,17,64,68,-11000,-11000,71,71,70,61,66,59,30,64,64,70,67,66,63,47,71,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_20,-11000,70,70,71,70,70,70,70,71,72,70,70,71,70,68,71,68,72,68,68,69,71,65,71,68,70,70,-11000,62,62,71,68,70,-11000,70,70,-11000,60,-11000,62,68,57,68,70,70,-11000,72,71,-11000,-11000,60,-11000,57,64,64,-11000,65,72,71,-11000,32,67,41,65,65,59,-11000,57,58,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_21,69,69,69,72,72,74,72,72,72,74,72,72,72,72,72,72,72,75,72,72,-11000,76,72,72,-11000,-11000,-11000,77,72,72,71,71,72,77,73,69,45,-11000,72,71,71,-11000,-11000,-11000,72,73,73,68,47,47,-11000,71,-11000,-11000,72,72,73,73,68,47,47,-11000,-11000,73,75,68,47,47,75,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_22,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_23,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,55,-11000,66,49,49,-11000,-11000,-11000,-11000,-11000,-11000,-11000,55,55,66,49,49,25,-11000,-11000,-11000,-11000,-11000,55,55,60,49,49,25,-11000,-11000,55,60,49,49,25,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_24,77,80,80,81,81,81,77,81,80,81,77,83,80,76,81,81,79,79,72,79,75,75,74,82,72,77,75,74,61,70,77,81,73,66,76,-11000,41,71,70,70,81,70,75,77,73,75,66,-11000,50,17,71,77,70,75,74,72,75,67,-11000,50,38,67,71,75,71,-11000,62,38,74,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_25,77,77,77,78,78,78,78,78,-11000,79,78,78,-11000,77,78,-11000,78,80,77,78,80,78,71,75,74,72,77,77,62,62,73,-11000,77,77,82,80,44,65,65,62,-11000,64,70,72,77,82,82,79,62,36,65,67,64,70,69,69,67,82,62,62,36,61,61,67,68,73,62,36,68,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_26,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_27,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_28,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_29,73,73,73,73,72,71,72,73,73,71,72,72,73,70,70,73,72,73,73,72,71,69,64,72,68,68,67,70,63,62,72,73,67,65,61,58,32,67,63,65,73,65,74,72,67,70,61,58,48,0,67,67,65,68,67,70,68,70,65,48,23,64,70,68,69,61,61,46,64,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_04_30,72,72,72,72,74,74,-11000,-11000,73,74,-11000,-11000,73,-11000,-11000,73,72,72,73,72,72,72,73,74,72,67,72,72,73,74,-11000,72,67,65,64,43,34,73,74,-11000,72,70,70,67,67,65,64,34,34,0,73,73,70,67,67,67,65,64,34,34,18,70,74,65,61,65,34,18,61,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_01,77,79,79,74,80,81,81,81,78,82,79,79,78,80,75,81,-11000,79,79,-11000,78,76,58,86,-11000,74,72,81,58,52,83,83,77,69,-11000,66,18,65,72,68,83,-11000,74,83,77,71,-11000,54,43,0,65,74,-11000,74,66,75,75,-11000,64,43,0,70,70,75,68,61,43,29,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_02,76,76,76,78,77,-11000,-11000,81,78,80,80,81,78,80,82,79,78,81,78,78,81,77,68,-11000,78,77,77,-11000,-11000,68,73,67,77,76,79,57,41,60,59,59,67,63,67,67,77,76,79,57,58,0,60,68,63,64,64,-11000,63,75,58,58,48,-11000,60,63,61,58,48,48,61,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_03,82,85,85,79,87,86,86,85,85,85,80,85,85,81,80,89,85,82,77,85,78,76,66,90,73,76,76,76,66,72,85,83,65,55,55,-11000,0,66,74,77,83,77,76,76,65,69,55,-11000,0,0,66,79,77,77,75,65,69,50,-11000,0,0,68,82,69,73,-11000,42,0,73,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_04,82,84,84,85,88,87,86,85,85,90,86,86,85,88,88,-11000,84,84,87,84,81,84,63,83,81,78,81,77,65,51,80,-11000,67,77,77,75,28,65,61,-11000,-11000,61,72,72,67,67,77,69,28,0,65,-11000,61,61,61,67,69,69,57,28,0,60,60,69,69,57,57,42,67,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_05,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,45,-11000,-11000,33,40,-11000,-11000,-11000,33,40,40,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,22,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,22,-11000,-11000,-11000,-11000,-11000,-11000,22,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_06,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_07,73,73,73,68,75,75,73,73,73,73,73,73,73,71,73,73,73,72,73,73,72,71,-11000,75,73,63,63,63,-11000,72,71,69,63,63,50,12,0,71,72,71,69,70,63,63,63,63,50,42,33,-11000,71,70,70,63,63,63,63,50,33,33,-11000,-11000,71,63,65,33,33,-11000,65,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_08,79,82,82,-11000,83,85,81,87,-11000,82,74,87,-11000,81,86,-11000,82,78,-11000,82,73,80,65,83,68,70,63,-11000,50,52,86,80,58,-11000,71,0,0,58,72,65,80,57,75,79,58,-11000,25,0,0,0,58,-11000,57,53,60,51,-11000,54,10,0,0,57,68,-11000,62,34,21,0,53,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_09,-11000,76,76,76,81,81,-11000,76,78,81,-11000,79,78,79,79,78,75,75,75,75,75,66,71,-11000,75,69,66,66,71,52,-11000,60,62,66,-11000,11,11,-11000,52,52,60,60,54,69,62,62,-11000,36,44,0,-11000,59,60,54,69,62,62,58,36,44,20,73,-11000,62,58,44,20,20,58,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_10,80,84,84,79,-11000,83,75,86,83,82,78,84,83,73,73,83,75,74,82,75,66,75,63,90,52,66,47,55,49,61,80,80,46,27,0,0,0,67,61,72,80,63,72,66,46,27,0,0,0,0,67,87,63,63,64,46,58,37,0,0,0,73,67,58,58,26,0,0,58,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_11,82,87,87,86,89,87,87,87,86,87,86,86,86,86,83,83,81,90,83,81,-11000,-11000,70,64,81,-11000,-11000,76,67,50,64,68,54,66,70,45,0,67,50,60,68,53,53,-11000,54,57,56,23,-11000,0,67,60,53,-11000,-11000,54,55,57,23,-11000,0,68,67,55,45,30,-11000,0,45,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_12,84,83,83,83,81,81,77,86,86,81,77,86,86,70,76,86,-11000,71,-11000,-11000,71,68,67,81,-11000,57,38,52,64,82,82,73,38,52,33,11,0,64,81,82,73,-11000,-11000,57,38,23,0,0,0,0,64,82,-11000,65,65,47,26,0,14,0,0,74,64,26,42,19,0,0,42,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_13,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,13,-11000,-11000,-11000,-11000,12,-11000,-11000,-11000,0,0,0,-11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000,10,-11000,0,0,0,0,0,0,0,0,-11000,-11000,-11000,0,0,0,0,0,0,0,0,0,0,-11000,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_14,79,78,78,75,81,81,78,78,75,81,78,78,75,65,78,75,62,62,62,62,62,58,74,74,62,62,58,42,76,74,65,65,42,42,-11000,0,0,76,76,76,65,72,53,53,42,42,-11000,0,0,0,76,72,72,53,53,42,48,-11000,21,0,0,73,76,48,-11000,21,0,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_15,83,86,86,85,82,-11000,85,86,86,-11000,62,85,86,75,85,73,-11000,69,52,-11000,48,69,-11000,-11000,-11000,54,42,36,-11000,38,83,68,26,19,36,0,0,-11000,61,67,68,46,-11000,54,26,19,0,0,0,0,-11000,74,46,-11000,47,30,48,35,0,0,0,50,-11000,48,29,22,0,0,48,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_16,71,70,70,70,75,75,74,74,61,75,74,74,61,74,74,61,61,-11000,60,61,-11000,-11000,72,72,60,51,51,62,72,72,72,69,51,62,59,0,0,72,70,70,69,69,51,51,51,59,59,41,0,0,72,68,69,-11000,51,62,59,39,41,0,0,69,70,59,39,41,19,0,41,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_17,80,78,78,69,81,74,66,82,68,69,66,85,68,56,72,70,63,62,44,63,51,63,35,75,33,44,26,34,45,34,75,46,19,0,0,-11000,0,45,64,65,46,46,52,44,19,28,0,-11000,0,0,45,55,46,37,57,23,28,0,-11000,0,0,52,62,28,29,-11000,0,0,53,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_18,76,76,76,76,75,79,75,76,77,79,77,77,77,77,77,67,67,78,67,67,61,71,55,55,61,45,-11000,59,55,49,49,43,-11000,39,48,0,0,50,42,49,43,43,34,45,-11000,39,34,0,0,0,50,43,43,34,45,39,39,27,10,0,0,50,50,39,27,15,0,0,29,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_19,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_20,76,76,76,71,71,75,77,79,-11000,77,74,74,-11000,75,74,63,48,23,63,48,30,29,38,72,39,30,29,32,43,32,49,-11000,27,32,25,0,0,43,49,-11000,-11000,22,13,17,27,27,25,0,0,0,43,62,22,22,25,27,27,20,0,0,0,40,46,27,19,0,0,0,19,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_21,74,74,74,64,-11000,71,82,76,65,62,69,69,65,63,63,65,48,48,45,48,48,39,-11000,71,48,48,39,39,74,74,52,56,14,0,0,0,0,79,74,66,56,59,37,37,14,0,0,0,0,0,79,73,59,37,37,14,45,0,0,0,0,61,80,45,45,0,0,0,45,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_22,80,81,81,-11000,74,80,80,81,-11000,74,57,78,-11000,57,-11000,-11000,46,81,-11000,46,59,47,32,84,41,41,47,-11000,44,33,46,-11000,16,-11000,30,0,0,44,55,-11000,-11000,22,41,11,16,-11000,0,0,0,0,44,-11000,22,25,11,-11000,-11000,0,0,0,0,66,60,-11000,16,0,0,0,36,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_23,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,45,-11000,-11000,45,45,-11000,45,45,-11000,35,40,-11000,35,27,-11000,-11000,35,35,25,27,-11000,-11000,47,45,25,27,0,0,0,-11000,-11000,53,45,52,-11000,33,25,27,0,0,-11000,-11000,-11000,52,52,33,33,27,27,0,0,-11000,0,-11000,-11000,27,-11000,0,-11000,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_24,69,75,75,61,70,55,81,82,61,55,49,73,61,61,45,61,-11000,71,49,-11000,48,33,17,85,-11000,18,0,51,29,13,60,66,0,0,-11000,0,0,29,44,58,66,-11000,20,0,0,0,-11000,0,0,0,29,48,-11000,20,0,21,-11000,0,0,0,0,49,74,-11000,10,0,0,0,44,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_25,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_26,63,68,68,-11000,-11000,65,68,72,-11000,48,40,63,-11000,60,63,-11000,26,55,-11000,26,35,19,28,72,26,11,0,39,28,47,67,-11000,0,0,0,0,0,46,69,61,-11000,-11000,41,17,0,0,0,0,0,0,46,-11000,-11000,42,17,0,20,0,0,0,0,-11000,63,20,0,0,0,0,46,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_27,56,56,56,65,65,57,54,60,59,60,54,60,59,57,57,56,40,62,48,40,40,51,45,54,40,40,18,51,49,47,43,38,18,0,27,0,0,49,50,43,38,38,28,18,18,0,0,0,0,0,49,53,38,28,33,18,16,0,0,0,0,54,55,16,12,0,0,0,12,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_28,61,61,61,61,53,60,64,68,52,39,39,68,52,39,57,34,34,50,34,34,15,39,58,70,15,15,0,0,39,68,70,45,0,0,0,0,-11000,39,68,62,45,49,18,18,0,0,0,0,-11000,0,39,62,49,18,18,0,0,0,0,-11000,0,50,59,0,0,0,-11000,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_29,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_30,55,59,59,-11000,64,64,59,59,-11000,47,42,58,-11000,42,58,-11000,21,44,-11000,21,22,22,44,47,21,22,0,10,44,44,53,40,0,14,0,0,0,44,44,53,40,-11000,20,20,0,14,0,0,0,0,44,58,-11000,44,26,0,14,27,-11000,0,0,49,62,14,27,0,0,0,30,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_05_31,-11000,-11000,-11000,54,51,61,-11000,68,42,58,-11000,69,42,-11000,51,27,48,-11000,27,48,-11000,42,24,-11000,0,-11000,0,29,36,-11000,-11000,59,0,0,0,0,0,49,-11000,53,59,13,19,-11000,0,0,0,0,0,0,49,40,13,14,-11000,0,0,0,0,0,0,59,56,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_01,57,61,61,50,59,59,61,61,-11000,47,47,61,-11000,47,35,-11000,-11000,-11000,35,-11000,-11000,-11000,53,37,-11000,-11000,-11000,10,28,28,37,29,13,10,10,0,0,28,28,35,29,29,14,-11000,13,13,0,0,0,0,28,35,29,14,14,13,13,0,0,0,0,50,28,13,0,0,0,-11000,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_02,60,60,60,55,40,51,54,65,37,37,22,72,37,22,43,42,30,-11000,10,30,-11000,33,0,64,0,-11000,0,0,17,10,62,27,0,0,0,0,0,38,42,55,27,0,-11000,0,0,0,0,0,0,0,38,26,0,-11000,0,0,0,0,0,0,0,53,38,0,0,0,0,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_03,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,37,27,-11000,-11000,-11000,-11000,22,25,25,-11000,-11000,0,0,0,0,22,22,25,-11000,16,16,-11000,-11000,0,0,0,0,0,22,17,16,20,12,-11000,0,0,0,0,0,41,22,0,0,0,0,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_04,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_05,73,75,75,74,-11000,-11000,76,75,75,76,76,75,75,76,75,73,74,74,73,74,-11000,70,-11000,75,73,73,69,57,56,54,75,67,66,57,56,0,0,56,56,57,67,60,-11000,63,66,44,53,0,0,0,56,64,60,53,62,63,44,25,0,0,0,-11000,63,44,27,0,0,0,27,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_06,76,79,79,71,75,75,74,74,70,66,63,70,70,51,70,70,31,24,47,31,24,24,65,59,31,24,24,20,62,67,59,66,16,0,0,0,0,62,72,72,66,41,41,16,16,0,0,0,0,0,62,66,41,41,16,0,0,0,0,0,0,71,68,0,28,0,0,-11000,28,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_07,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_08,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_09,79,-11000,-11000,80,80,81,-11000,-11000,80,83,82,-11000,80,-11000,-11000,-11000,85,82,-11000,85,86,84,80,83,85,89,88,84,76,78,84,86,88,88,82,81,84,76,74,79,86,82,87,88,88,91,87,84,86,79,76,80,82,81,83,89,85,87,87,86,85,78,76,85,89,87,89,85,81,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_10,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_11,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,77,-11000,-11000,-11000,77,-11000,-11000,62,67,80,62,76,-11000,78,80,73,82,-11000,70,66,64,-11000,83,-11000,43,17,0,0,67,64,-11000,83,77,77,82,-11000,63,19,0,0,0,67,77,77,77,81,-11000,63,18,0,0,0,70,67,63,65,20,0,0,65,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2000_06_12,85,85,85,86,88,90,90,88,89,-11000,90,88,89,90,90,89,87,83,87,87,83,83,-11000,88,78,75,83,76,-11000,70,73,77,73,76,38,0,0,-11000,70,74,77,77,78,75,73,73,38,0,0,0,-11000,76,77,70,75,73,73,42,0,0,0,80,67,73,42,29,0,0,62,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
