date,77491_32247,77495_32247,77500_32247,77500_32252,77504_32234,77504_32238,77504_32243,77504_32247,77504_32252,77509_32238,77509_32243,77509_32247,77509_32252,77513_32243,77513_32247,77513_32252,77513_32256,77513_32261,77518_32252,77518_32256,77518_32261,77518_32265,77522_32234,77522_32238,77522_32256,77522_32261,77522_32265,77522_32270,77527_32234,77527_32238,77527_32243,77527_32247,77527_32265,77527_32270,77527_32274,77527_32279,77527_32283,77531_32234,77531_32238,77531_32243,77531_32247,77531_32252,77531_32256,77531_32261,77531_32265,77531_32270,77531_32274,77531_32279,77531_32283,77531_32288,77536_32234,77536_32247,77536_32252,77536_32256,77536_32261,77536_32265,77536_32270,77536_32274,77536_32279,77536_32283,77536_32288,77540_32229,77540_32234,77540_32270,77540_32274,77540_32279,77540_32283,77540_32288,77545_32274,.geo
2004_05_15,82,82,82,80,87,87,87,82,82,87,84,84,82,85,84,82,82,82,82,82,77,77,66,88,78,68,77,77,55,56,58,65,59,59,69,49,0,55,56,56,65,55,55,68,59,59,55,33,0,0,55,68,55,55,58,59,46,55,33,0,0,59,59,46,46,53,19,0,46,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_16,80,80,80,76,84,82,87,84,80,75,75,83,80,75,83,79,79,69,70,79,69,63,77,81,70,61,49,49,79,79,71,71,36,16,16,33,0,63,79,73,71,68,58,58,36,16,16,0,0,0,63,77,68,59,58,36,13,13,0,0,0,73,79,13,52,0,0,0,68,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_17,82,87,87,78,82,84,79,87,82,86,79,89,82,82,78,82,71,81,74,71,60,59,-11000,87,71,67,59,48,-11000,41,68,67,38,35,54,20,0,-11000,-11000,50,67,67,59,67,38,35,23,0,0,0,-11000,-11000,67,54,59,50,58,51,20,0,0,-11000,-11000,58,51,20,13,0,38,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_18,68,73,73,69,76,76,73,73,69,74,73,72,69,72,72,69,69,58,62,69,58,53,70,74,56,58,53,44,71,71,65,64,53,44,44,0,0,71,71,64,64,56,56,53,53,48,23,0,0,0,71,64,56,56,47,53,48,23,25,0,0,63,71,48,51,20,20,0,59,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_19,81,77,77,60,83,79,67,83,74,78,67,89,74,61,77,74,69,63,75,69,63,52,45,77,43,50,22,10,38,37,82,48,31,10,21,0,0,36,37,59,48,50,61,61,31,20,0,0,0,0,36,86,50,46,61,30,51,34,0,0,0,63,32,51,34,27,0,0,57,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_20,78,82,82,81,81,81,82,82,79,69,82,82,79,60,65,79,77,77,79,77,77,67,44,60,52,77,59,59,44,44,60,58,45,59,51,16,0,43,43,57,58,47,47,45,45,36,51,17,0,0,43,57,47,47,45,45,36,51,17,0,0,44,43,36,35,17,0,0,35,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_21,67,67,67,72,69,71,62,73,74,65,43,74,74,43,77,59,59,65,33,59,46,53,47,80,46,25,32,32,34,34,66,74,25,0,0,0,0,57,67,55,74,42,57,25,25,15,0,0,0,0,57,69,42,57,30,26,15,0,0,0,0,44,75,15,27,0,0,0,55,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_22,77,77,77,77,80,81,81,80,77,79,80,80,77,80,74,75,75,78,65,75,78,59,48,63,75,62,59,49,46,36,63,64,35,49,55,0,0,46,50,50,64,41,48,42,35,36,30,0,0,0,46,50,41,39,42,38,38,30,0,0,0,47,46,38,30,22,0,0,35,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_23,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_24,76,76,76,75,75,75,75,76,75,76,75,76,75,73,74,75,70,75,73,70,66,60,71,77,69,62,60,50,71,71,75,72,49,50,50,0,0,70,68,68,72,62,60,65,49,46,24,0,0,0,70,67,62,60,61,49,52,24,0,0,0,73,70,52,43,24,0,0,60,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_25,70,71,71,72,70,67,67,72,72,67,67,72,72,62,72,72,52,44,52,52,44,44,69,66,52,44,44,39,69,66,62,61,47,33,0,0,0,69,70,63,61,57,57,47,47,33,0,0,0,0,69,66,57,57,47,47,33,0,0,0,0,66,69,33,48,0,0,0,48,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_26,74,74,74,75,71,73,67,77,75,74,67,75,75,57,72,75,64,70,59,64,53,51,60,83,43,43,15,55,65,60,71,76,15,0,0,31,0,70,67,64,76,47,65,63,15,29,0,0,0,0,70,64,47,48,45,18,45,0,0,0,0,67,70,45,33,0,0,0,39,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_27,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_28,66,71,71,61,57,71,66,71,60,-11000,44,75,60,64,71,66,66,59,47,66,41,29,57,77,40,32,0,47,56,63,67,59,0,0,0,0,0,68,63,62,59,52,41,45,0,0,0,0,0,0,68,75,52,42,34,11,35,0,0,0,0,67,72,35,16,0,0,0,39,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_29,71,71,71,73,72,73,72,74,71,73,74,74,71,74,74,71,70,70,71,70,70,50,64,61,70,70,50,50,54,54,61,58,50,41,41,0,0,57,57,62,58,46,46,42,50,41,41,0,0,0,57,62,46,46,42,42,30,41,0,0,0,65,60,30,29,0,0,0,29,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_30,69,75,75,75,63,68,63,77,62,63,42,77,62,42,71,55,62,62,55,62,18,45,52,80,31,31,18,21,52,69,75,69,0,0,0,0,0,67,74,67,69,53,36,0,0,0,0,0,0,0,67,67,53,62,34,0,22,0,0,0,0,67,75,22,0,0,0,0,51,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_05_31,80,80,80,70,80,77,81,80,70,80,81,80,70,74,74,70,58,78,63,58,34,58,54,66,58,34,34,60,56,49,57,52,34,26,0,0,0,62,64,49,52,52,41,29,34,26,0,0,0,0,62,50,52,52,29,29,29,17,0,0,0,63,63,29,17,0,0,0,32,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_01,58,60,60,-11000,57,55,66,59,-11000,55,55,56,-11000,48,48,-11000,-11000,-11000,-11000,-11000,-11000,31,63,60,-11000,-11000,19,0,63,63,49,54,19,0,0,0,0,66,66,58,54,-11000,-11000,-11000,19,0,0,0,0,0,66,-11000,-11000,-11000,-11000,22,13,13,0,0,0,60,69,13,13,0,0,0,40,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_02,66,66,66,62,65,55,70,68,57,55,48,58,57,58,58,55,60,54,48,60,30,53,47,59,31,30,16,0,51,55,59,40,0,0,0,0,0,53,64,55,40,26,33,39,0,11,0,0,0,0,53,43,26,33,33,0,27,0,0,0,0,57,55,27,15,0,0,0,29,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_03,60,60,60,59,63,64,64,60,59,64,64,59,59,64,56,59,36,36,56,36,36,20,63,60,36,36,20,20,63,62,62,50,20,20,0,0,0,63,70,62,50,50,36,36,20,36,19,0,0,0,63,64,50,41,41,36,36,19,0,0,0,66,66,36,19,0,0,0,20,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_04,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,-11000,-11000,-11000,-11000,0,0,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_05,-11000,12,12,-11000,25,23,12,12,-11000,23,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,14,-11000,-11000,-11000,-11000,-11000,-11000,10,0,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,0,-11000,-11000,-11000,-11000,-11000,13,0,0,0,0,0,-11000,-11000,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_06,79,75,75,75,62,47,77,77,55,47,34,78,55,40,46,54,40,73,31,40,14,19,38,76,0,0,0,19,55,45,77,52,0,0,0,0,0,55,-11000,-11000,52,43,32,0,0,0,0,0,0,0,55,-11000,43,-11000,17,0,0,0,0,0,0,48,73,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_07,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,38,20,-11000,-11000,38,38,20,-11000,-11000,-11000,-11000,-11000,20,-11000,-11000,-11000,-11000,-11000,33,33,-11000,-11000,33,33,20,-11000,-11000,-11000,-11000,-11000,-11000,38,-11000,33,20,20,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_08,-11000,-11000,-11000,-11000,60,53,53,-11000,-11000,58,53,-11000,-11000,58,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,61,54,-11000,-11000,-11000,-11000,51,51,-11000,-11000,-11000,-11000,-11000,0,0,51,51,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,51,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,62,62,-11000,26,0,0,0,26,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_09,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_10,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_11,-11000,-11000,-11000,-11000,47,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,51,38,15,0,22,15,0,-11000,-11000,-11000,16,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,-11000,-11000,-11000,-11000,-11000,21,0,-11000,-11000,0,0,0,0,-11000,-11000,-11000,-11000,18,-11000,-11000,0,0,0,0,39,-11000,-11000,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_12,76,76,76,64,75,72,71,71,64,72,67,67,64,67,67,64,58,43,58,58,43,65,64,67,58,43,65,27,45,45,67,46,28,28,27,0,0,45,45,46,46,53,36,36,28,28,27,0,0,0,45,46,53,36,36,28,23,0,0,0,0,64,45,23,0,0,0,0,17,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_13,74,72,72,66,65,40,78,78,59,55,46,65,59,24,41,65,34,71,0,34,34,0,26,83,0,0,0,36,26,38,51,59,0,0,0,0,0,71,79,59,59,21,12,0,0,0,0,0,0,0,71,72,21,28,0,0,0,0,0,0,0,60,80,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_14,21,31,31,31,69,69,46,31,31,69,45,25,31,45,25,28,16,18,28,16,10,10,48,48,13,0,0,0,27,35,36,35,0,0,0,0,0,27,28,44,35,23,23,0,0,0,0,0,0,0,27,52,23,23,0,0,0,0,0,0,0,58,28,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_15,67,68,68,68,46,59,67,74,45,30,23,74,45,23,61,35,53,53,0,53,0,0,39,72,11,0,0,12,46,57,63,57,0,0,0,0,0,46,70,58,57,23,0,0,0,0,0,0,0,0,46,58,23,41,0,0,0,0,0,0,0,51,62,0,0,0,0,0,26,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_16,83,83,83,58,74,71,77,73,58,74,63,73,58,63,63,58,29,77,42,29,0,54,29,47,29,0,0,41,30,35,41,36,0,0,0,0,0,51,66,35,36,12,12,0,0,0,0,0,0,0,51,36,12,37,0,11,11,0,0,0,0,52,51,11,0,0,0,0,13,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_17,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_18,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,37,38,39,37,38,39,33,-11000,-11000,0,0,0,-11000,-11000,-11000,-11000,-11000,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,12,12,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,14,16,0,-11000,-11000,-11000,-11000,-11000,39,57,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_19,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,-11000,18,-11000,-11000,0,0,0,18,33,-11000,-11000,0,-11000,-11000,-11000,-11000,33,33,33,-11000,-11000,21,0,0,-11000,-11000,-11000,-11000,-11000,33,33,-11000,21,0,0,0,-11000,-11000,-11000,-11000,41,59,0,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_20,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,-11000,0,0,0,-11000,-11000,0,-11000,0,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,-11000,-11000,0,-11000,0,-11000,-11000,-11000,-11000,-11000,0,-11000,0,-11000,0,0,0,-11000,-11000,-11000,-11000,-11000,-11000,0,-11000,-11000,-11000,-11000,-11000,-11000,0,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_21,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_22,59,60,60,60,22,54,49,53,53,17,0,42,53,19,42,0,0,44,0,0,0,0,13,44,0,0,0,0,13,37,48,25,0,0,0,0,0,43,68,37,25,0,0,0,0,0,0,0,0,0,43,51,0,35,0,0,0,0,0,0,0,39,73,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_23,63,63,63,60,70,69,60,65,44,62,60,65,44,48,44,44,49,23,44,49,23,23,25,43,0,0,23,0,29,17,17,31,0,0,0,0,0,37,26,23,31,13,0,0,0,0,0,0,0,0,37,23,13,17,0,0,0,0,0,0,0,39,37,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_24,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_25,60,-11000,-11000,-11000,-11000,-11000,-11000,-11000,35,-11000,-11000,-11000,35,-11000,-11000,35,-11000,57,26,-11000,57,39,26,-11000,22,14,0,34,26,28,-11000,-11000,0,0,0,0,0,40,50,-11000,-11000,-11000,21,0,0,0,0,0,0,0,40,-11000,-11000,-11000,23,0,0,0,0,0,0,45,65,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_26,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_27,57,53,53,51,44,26,60,60,54,49,22,37,54,14,0,0,0,0,0,0,0,0,21,61,0,0,0,0,20,21,17,26,0,0,0,0,0,39,33,50,26,0,0,0,0,0,0,0,0,0,39,46,0,0,0,0,0,0,0,0,0,35,39,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_28,18,18,18,0,63,26,26,18,0,21,21,0,0,21,0,0,0,0,0,0,0,0,17,17,0,0,0,0,19,19,12,12,0,0,0,0,0,19,19,12,12,15,0,0,0,0,0,0,0,0,19,25,15,15,0,0,0,0,0,0,0,35,19,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_29,57,44,44,52,12,38,38,51,24,0,0,48,24,0,15,15,0,31,0,0,0,0,0,45,0,0,0,0,0,0,39,12,0,0,0,0,0,58,30,56,12,0,0,0,0,0,0,0,0,0,58,24,0,14,0,0,0,0,0,0,0,37,77,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_06_30,50,50,50,57,71,70,62,57,41,43,62,57,41,30,30,41,32,24,0,32,0,16,17,27,32,0,16,0,17,19,21,21,0,0,0,0,0,19,19,18,21,0,0,0,0,0,0,0,0,0,19,18,0,22,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_01,45,41,41,28,20,20,49,52,14,0,0,52,14,0,13,0,26,26,0,26,0,0,0,32,0,0,0,0,16,34,29,29,0,0,0,0,0,16,63,50,29,0,0,0,0,0,0,0,0,0,16,30,0,19,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_02,71,68,68,30,63,46,72,61,30,46,27,41,30,27,41,0,11,33,0,11,0,18,0,26,0,0,18,0,0,0,18,0,0,0,0,0,0,27,40,26,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_03,45,45,45,26,21,33,35,45,14,11,11,35,14,11,11,0,0,0,0,0,0,0,54,19,0,0,0,0,54,54,14,0,0,0,0,0,0,74,74,52,0,0,0,0,0,0,0,0,0,0,74,42,0,0,0,0,0,0,0,0,0,38,79,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_04,36,48,48,30,25,25,25,48,0,11,25,26,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_05,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_06,11,10,10,0,0,0,18,10,10,0,0,0,10,-11000,-11000,0,-11000,0,-11000,-11000,0,0,0,27,-11000,0,0,0,0,0,0,0,0,0,0,0,0,19,29,25,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,-11000,-11000,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_07,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,0,0,0,-11000,-11000,0,-11000,0,0,0,0,-11000,0,0,0,0,0,0,0,0,0,-11000,-11000,-11000,0,0,0,0,0,0,13,0,0,0,-11000,0,0,0,0,0,23,23,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_08,20,31,31,28,0,34,34,31,11,0,0,39,11,-11000,0,0,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_09,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,-11000,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_10,32,53,53,53,36,50,17,53,0,0,17,23,0,0,23,0,0,0,0,0,0,0,0,25,0,0,0,0,33,52,52,19,0,0,0,0,0,46,64,54,19,0,0,0,0,0,0,0,0,0,46,54,0,19,19,0,0,0,0,0,0,42,73,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_11,38,38,38,25,39,58,43,43,0,24,0,43,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,14,0,0,0,0,0,0,25,16,23,0,0,0,0,0,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,38,25,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,0,24,56,0,0,0,0,0,0,0,56,56,31,0,10,10,0,0,0,0,0,0,0,56,31,10,10,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
2004_07_13,30,30,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,-11000,0,0,0,14,0,-11000,-11000,0,0,10,0,0,14,0,0,0,0,-11000,-11000,0,0,0,10,0,0,0,0,0,0,-11000,0,0,0,23,25,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[77.5403295369868,32.22930660599813]}"
